sentID.BTEC,split,lang,sent
9251,corpus-6-train,RAB,مادا بيا إلا وريتيني وقتاش النزول.
9256,corpus-6-train,RAB,واش يمكن ليا نشري هنا كينات لوجع المعدة بلا وصفة طبية؟
9258,corpus-6-train,RAB,كايبان باللي شي واحد خدا الأمتعة ديالي.
9261,corpus-6-dev,RAB,عمرت واحد الخزان.
9263,corpus-6-test-corpus-26-train,RAB,لا، أسيدي. مورا الضوهر محجوز. بالحق غدا واخا.
9266,corpus-6-train,RAB,حط الأمتعة فالكوفر ديال السيارة، عافاك.
9267,corpus-6-test-corpus-26-train,RAB,غادي نطلب من البواب شي طريفة مزيانة.
9268,corpus-6-train,RAB,نعم، غادي يكون مرشد بالانجليزية.
9269,corpus-6-train,RAB,منين خاصني نخرج من الطريق السريع باش نوصل لبحر لاكونا؟
9270,corpus-6-train,RAB,من امتى كاتعلم الانجليزية؟
9271,corpus-6-train,RAB,كيفاش يمكن لي نوافق هاد الفلاش؟
9272,corpus-6-train,RAB,جميل اني نعاود نشوفك مرة اخرى. شكرا ليك على ضيافتك لينا.
9273,corpus-6-train,RAB,تمام. اطلع للطوموبيل ديالي. غادي نديك لأحسن طبيب أخصائي للنساء.
9274,corpus-6-train,RAB,غادي نلبس هادا. إذن عافاك لفو ليا.
9275,corpus-6-train,RAB,اسمح ليا، يمكن لي نبدل بلاصتي؟
9276,corpus-6-train,RAB,محتاج لشي دوا للبرد، عافاك.
9278,corpus-6-train,RAB,فين جا مكتب الرحلات الغير مباشرة؟
9279,corpus-6-train,RAB,واش عندك شي حجم كبير؟
9286,corpus-6-train,RAB,بغيت ابريق من النبيذ الأبيض.
9288,corpus-6-train,RAB,فين يمكن لي نشريه؟
9289,corpus-6-train,RAB,غادي ناخد تلاتة من هادو.
9292,corpus-6-train,RAB,واش تقدر تفحصني قبل مانغطسو فالبحر؟
9293,corpus-6-train,RAB,واش هادي رحلة طيران مباشرة؟
9296,corpus-6-train,RAB,شكون اللي قال هاد الشي؟
9299,corpus-6-train,RAB,بغيت نوظف شي مرشد كايهضر باليابانية.
9301,corpus-6-dev,RAB,واش كاتاخد بطاقة إي بي سي؟
9302,corpus-6-dev,RAB,ماعقلتش فين خليتو.
9303,corpus-6-test-corpus-26-train,RAB,أنا بالصح، متأسف.
9306,corpus-6-train,RAB,فيا واحد الكحبة عامرة.
9307,corpus-6-train,RAB,توحشت الكتابات اليابانية.
9308,corpus-6-test-corpus-26-train,RAB,غادي نديرو حفلة نهار الجمعة بالليل. علاش ماتنضمش لينا؟
9311,corpus-6-train,RAB,خاصنا نتسناو على الأقل واحد نص ساعة.
9312,corpus-6-test-corpus-26-train,RAB,حسنا، الغرفة ديالك هي سعود زيرو تمنية، انسة. هاهو ساروتك.
9313,corpus-6-train,RAB,بغيت واحد ستروب، عافاك.
9315,corpus-6-train,RAB,لقيت واحد العيب هنا فالدار. واش يمكن نبدلو؟
9316,corpus-6-test-corpus-26-dev,RAB,من المهم بزاف يكون عندنا الحق فالحصول على المعدات الأساسية اللي غادي نحتاجو للمشروع.
9317,corpus-6-train,RAB,ماعقلتش فين .
9319,corpus-6-train,RAB,فيا واحد الوجع مجهد.
9320,corpus-6-train,RAB,اشحال من وقت هاد التأشيرة صالحة؟
9321,corpus-6-dev,RAB,خاصني نسيفط هاد البدلة للتنظيف.
9322,corpus-6-train,RAB,ماعجباتنيش هاد الغرفة.
9323,corpus-6-dev,RAB,نعم. هادا ساروت الغرفة ديالي.
9324,corpus-6-test-corpus-26-train,RAB,اسمح لي، شرطي؟
9325,corpus-6-test-corpus-26-train,RAB,واش هاد القطار كايمشي مباشرة لإيدنبره؟
9326,corpus-6-train,RAB,جوج تذاكر ذهاب و إياب لبوسطن، عافاك.
9329,corpus-6-test-corpus-26-train,RAB,واش هاد الشي فحدود الإعفاء من الضريبة؟
9331,corpus-6-train,RAB,واش يمكن لي نحصل على مخدة أخرى؟
9332,corpus-6-train,RAB,إلا ممكن، واحد الطاولة قريبة من النافذة، عافاك.
9334,corpus-6-train,RAB,اخبرني بالقواعد.
9335,corpus-6-train,RAB,كانفضل واحد احمر.
9336,corpus-6-train,RAB,واش هاد المنطقة مأمنة؟
9337,corpus-6-test-corpus-26-train,RAB,خرج أغراضي الغالية، عافاك.
9339,corpus-6-train,RAB,واش يمكن ليك تكتب ليا الفحص؟
9341,corpus-6-train,RAB,سرقو ليا صاكي مقابل مع الأوطيل اللي قريب من هنا.
9343,corpus-6-train,RAB,هادي عراضتي.
9344,corpus-6-train,RAB,واش انت متأكد باللي هاد الحساب صحيح؟ عافاك تحقق منو مرة اخرى.
9345,corpus-6-train,RAB,كاينة أمواج كبيرة اليوم.
9347,corpus-6-train,RAB,ماكانحس حتى بشي مذاق.
9348,corpus-6-train,RAB,بغيت ندير واحد الزيارة ديال سيمانة للمكسيك.
9349,corpus-6-train,RAB,مازال ماتحولش.
9350,corpus-6-train,RAB,واش ممكن يتسربا ليا الأكل من بعد ما ننعس شوية؟
9351,corpus-6-train,RAB,اشمن ساعة كاين الفطور؟
9352,corpus-6-dev,RAB,واش كاينة شي تعليمات ديال الاستعمال؟
9353,corpus-6-train,RAB,عافاك كتبو على هادا.
9354,corpus-6-train,RAB,يمكن ليك تحصل على تدكرة فهاد الالة بورقة نقدية ديال ألف ين.
9355,corpus-6-train,RAB,اسمح لي. واش كاين شي مخدع هاتفي قريب من هنا؟
9356,corpus-6-train,RAB,واش يمكن لي نجلس حداك؟
9357,corpus-6-train,RAB,أنا مامتأكدش. يمكن هاد الليلة.
9358,corpus-6-test-corpus-26-train,RAB,واش كاين بزاف دالناس فالرحلات السياحية؟
9362,corpus-6-train,RAB,كانحس براسي مريض. واش تقدر تعطيني شي حاجة، عافاك؟
9364,corpus-6-dev,RAB,اشحال كايسوى التنبر ديال هاد البطاقة البريدية؟
9365,corpus-6-train,RAB,أعمال.
9367,corpus-6-test-corpus-26-train,RAB,بغيت نشري تذكارات. واش كاين شي محل من هاد النوع قريب من هنا؟
9368,corpus-6-train,RAB,شقلبني واحد الغريب.
9370,corpus-6-train,RAB,كانعاونو المستعملين باش يستغللو مزيان المنتجات اللي كايشريو.
9371,corpus-6-train,RAB,واش يمكن لي نحصل على جوج هامبرغر؟
9372,corpus-6-test-corpus-26-train,RAB,احتى لإيمتى كايبقى مفتوح؟
9374,corpus-6-train,RAB,فين يمكن لي نلقى واحد الكتيب؟
9375,corpus-6-train,RAB,واش تقدر تصرف هاد الشيكات السياحية اللي بقيمة تلتمية دولار، عافاك؟
9378,corpus-6-train,RAB,كيفاش يمكن لي نلقى المبنى اللي فيه المكتب ديالك؟
9379,corpus-6-train,RAB,واش عندكم طوموبيلات كايتساقو على اليمين؟
9380,corpus-6-train,RAB,أنا محتاج لواحد الهدية لشي طفل.
9382,corpus-6-train,RAB,غادي نأمن عليه بخمسين جنيه، عافاك.
9384,corpus-6-test-corpus-26-train,RAB,راه خارج دابا.
9385,corpus-6-test-corpus-26-train,RAB,مايومي، واش يمكن ليك تكمل هاد الورقة بالتوقيع ديالك؟
9386,corpus-6-train,RAB,غادي تلقاه فاللخر ديال اللوبي.
9387,corpus-6-train,RAB,شاركت فتنمية متوجات جديدة.
9389,corpus-6-train,RAB,خاصك تنقلني لرحلة أخرى.
9390,corpus-6-train,RAB,اشحال جات بالرسوم؟
9392,corpus-6-train,RAB,شنو هوا المظهر ديالو؟
9397,corpus-6-train,RAB,شكرا لك. كانقدر لك هاد الشي. كيفما كاتشوف، أن كانهتم بالمسلسلات الأسترالية.
9398,corpus-6-train,RAB,كايتحرش بيا.
9401,corpus-6-train,RAB,"واش بصح؟ إذن خاصك تاخد طاكسي و تقول للسائق غير المحطة الأخيرة ديال "" غري لاين سيتي"". راه كاتطلب كتر من ربعين دقيقة على الرجلين."
9403,corpus-6-train,RAB,كانمشي لصالون التجميل مرة و تلتشهور.
9405,corpus-6-train,RAB,بغيت غرفة اخرى.
9406,corpus-6-train,RAB,واش قريب يتسربا العشاء؟
9408,corpus-6-train,RAB,واش هادا ماشي رقم تسعود زيرو تمنية واحد سبعة جوج ستة؟ أسف، وقيلا درت الرقم الغلط.
9409,corpus-6-train,RAB,واش عندك ما يتكال؟
9412,corpus-6-train,RAB,عموما كانخرج من الدار مع التمنية باش نمشي للمدرسة.
9413,corpus-6-train,RAB,دابا بديت كانكون فكرة.
9414,corpus-6-dev,RAB,اشناهي ميزة الفصل؟
9415,corpus-6-train,RAB,على أي مسافة كايتواجد فيشرمانز وورف؟
9417,corpus-6-train,RAB,بغيت دبالصح نرجع فحالي للدار دابا و ندير واحد القيلولة مزيانة.
9419,corpus-6-train,RAB,فين جا السوبر مارشي الأقرب؟
9420,corpus-6-train,RAB,نتخيلو باللي أنا مازال كانسوق البينز على عشرالاف ميل و باللي كانحاول نبيعها ليك. اشحال من دولار غادي نحصل منها؟
9422,corpus-6-train,RAB,"حطيت لاصقة "" محجوز"" على التذكرة ديالك."
9423,corpus-6-train,RAB,واش كاين شي منحدر للمبتدئين؟
9424,corpus-6-train,RAB,كانقطع شعري هنا.
9425,corpus-6-train,RAB,واش تقدر تقترح شي خطة احسن؟
9427,corpus-6-train,RAB,شي بريد ليا؟
9428,corpus-6-train,RAB,واش هاد الرحلة غادي تنطلق فالوقت؟
9429,corpus-6-train,RAB,اطلبت جوج كوكا شي خمسين دقيقة هادي . فوقتاش غادي يوصلو؟
9430,corpus-6-dev,RAB,واش يمكن ليا نرد فلوسي على هاد الشي؟
9431,corpus-6-test-corpus-26-train,RAB,هاهو واحد ليك، سيدي.
9432,corpus-6-test-corpus-26-train,RAB,ماعندي حتى شي ديال التسجيل.
9434,corpus-6-train,RAB,كانضن غادي فالاتجاه الغالط.
9435,corpus-6-train,RAB,اسمح لي، واش يمكن ليك تنصحني بشي أوطيل آخر؟
9436,corpus-6-train,RAB,واش شفتي ديك المطعم اللي كاين تما؟
9437,corpus-6-train,RAB,حتا أنا بغيت، بالحق أنا مشغول بزاف دابا.
9440,corpus-6-train,RAB,غادي نعطيه ليك خصيصا بمياتين و تلاتين دولار.
9441,corpus-6-train,RAB,بغيت هاد البدلة تتصلح.
9442,corpus-6-train,RAB,اشحال التكلفة لهاد الشي؟
9443,corpus-6-train,RAB,يمكن ليك تدير شي تعديلات؟
9444,corpus-6-train,RAB,على نهار شحال زوين. واش ديما عندك بحال هاد الأيام الزوينة فهاد الوقت من السنة؟
9445,corpus-6-train,RAB,بغيت نكري شي زلاجات.
9446,corpus-6-test-corpus-26-test,RAB,أكيد، خود وقتك.
9447,corpus-6-train,RAB,شحال زوين. كانسمع باللي راها بلاد زوينة.
9448,corpus-6-train,RAB,شناهي الطريفة؟
9450,corpus-6-test-corpus-26-train,RAB,أنا هنا على ود واحد المهمة إعلامية.
9453,corpus-6-train,RAB,فين خاص نجيبواالمتاع ديالك منين نلقاوه؟
9454,corpus-6-train,RAB,راه مسألة الرسوم. فاليابان، كاين واحد القانون أخلاقي اللي فيه الولد مايجلسش مع شي بنت قبل ماتكون عندو سبع سنين.
9456,corpus-6-train,RAB,اطلطاش دولار و ستة و ربعين سنت، داخلة فالرسوم. نقدا أو لا شحن؟
9457,corpus-6-train,RAB,عافاك حاول عاوتاني من بعد.
9458,corpus-6-train,RAB,واش كاتوقع شي إلغاء؟
9461,corpus-6-dev,RAB,عافاك قول ليا فين كاينة بلاصتي.
9463,corpus-6-test-corpus-26-train,RAB,واش عندك أفلام صيفية؟
9465,corpus-6-train,RAB,اسمح لي. واش تقدر عافاكتاخد لينا صورة؟
9466,corpus-6-train,RAB,نعم. عافاك وريني شي قمايج.
9467,corpus-6-train,RAB,نعم، كانديرو. أنا كانفضل السباحة.
9468,corpus-6-train,RAB,شكوناهو النحات؟
9471,corpus-6-train,RAB,واش هاد الكسوة جات معايا؟
9473,corpus-6-train,RAB,شحال دالوقت كايستغرق الذهاب لتما بالليموزين؟
9474,corpus-6-train,RAB,كاياخد عشرين دقيقة للذهاب للمحطة.
9475,corpus-6-train,RAB,دوزت واحد الإقامة زوينة. شكرا لك.
9479,corpus-6-train,RAB,وريني القميجة اللي فالنافذة.
9481,corpus-6-test-corpus-26-train,RAB,فوقتاش القطار الجاي اللي غادي لواشنطن دي سي؟
9483,corpus-6-train,RAB,كانت عندنا تجربة مماثلة فالماضي.
9484,corpus-6-train,RAB,هادي التذكرة ديالي.
9485,corpus-6-train,RAB,أهلا. شنو تقدر نجيب ليك؟
9486,corpus-6-train,RAB,شحال دالوقت كايستغرق باش يمشي لليابان بالبريد الجوي؟
9487,corpus-6-train,RAB,يمكن ليك تتحقق ليا منو؟
9488,corpus-6-train,RAB,راه مزير بزاف.
9489,corpus-6-train,RAB,واش عندي شي توصيل؟
9491,corpus-6-dev,RAB,بغيت نبقى بمية دولار.
9492,corpus-6-train,RAB,واش يمكن لينا نشوفو الأسواق الحرة اللي دايرة بنا؟
9494,corpus-6-test-corpus-26-test,RAB,الطوال هما اللي على الموضى حاليا.
9498,corpus-6-train,RAB,بغيت تحتافظ ليا بصيكاني حتى لتلاتة.
9499,corpus-6-train,RAB,على اشحال من مسافة كاين الشاطئ؟
9500,corpus-6-train,RAB,بغيت واحد العدة دالاسعافات الأولية.
9501,corpus-6-train,RAB,عافاك اعطيني الرقم اللي نتصل بيه فحالة الطوارئ.
9502,corpus-6-train,RAB,واش كاين شي طوبيسات لغيلد هول؟
9505,corpus-6-train,RAB,كيف بقيتي؟ أنا هيروكو سوزوكي. نسولك على اسمك؟
9512,corpus-6-train,RAB,واش حتا الأكل الياباني كايعجبك؟
9513,corpus-6-train,RAB,عافاك صيفط هاد الرسالة فالبريد المضمون.
9515,corpus-6-train,RAB,فين جا أقرب محل دالخضر؟
9516,corpus-6-test-corpus-26-train,RAB,غادي نرجع لليابان الاتنين الجاي.
9520,corpus-6-train,RAB,نعم. تمانين جنيه لليلة، زائد الرسوم.
9522,corpus-6-train,RAB,هادي القائمة ديالك. النادلة ديالك غادي تكون هنا قريب. شهية طيبة.
9524,corpus-6-train,RAB,بغيت نهضر مع السيد غوجو غرفة تلاتة زيرو ستة.
9525,corpus-6-train,RAB,فين كاين مدخل الميترو؟
9526,corpus-6-test-corpus-26-train,RAB,واش يمكن لي نحصل علة خريطة الميترو؟
9528,corpus-6-train,RAB,داكشي كان مضبب.
9529,corpus-6-train,RAB,واش كاينة شي بنكة داخل هاد المحطة؟
9532,corpus-6-train,RAB,هاد الشي ماكايواتينيش.
9533,corpus-6-train,RAB,بغيت واحد الفودكا.
9534,corpus-6-train,RAB,بغيت نرد الطوبيل لسان فرانسيسكو.
9539,corpus-6-train,RAB,واش يمكن ليك تقولو يتاصل بيا فالخاص منين يرجع؟
9540,corpus-6-train,RAB,أنا غير كانمزح. فالحقيقة، بغيت نشري صباط جديد. اسمح ليا، فيناهما الصبابط ديال النسا؟
9541,corpus-6-train,RAB,ماجبتيش ليا الشلاظة، سمح ليا.
9542,corpus-6-test-corpus-26-train,RAB,واش الطريق طويلة؟
9543,corpus-6-train,RAB,محتاجهم قبل الجمعة.
9544,corpus-6-train,RAB,نعم، هو. واحد اللحظة، عافاك.
9545,corpus-6-dev,RAB,فعطلة.
9547,corpus-6-train,RAB,واش ساعتك محققة؟
9550,corpus-6-train,RAB,شكوناهو المدير؟
9551,corpus-6-train,RAB,واش بالتوابل؟
9552,corpus-6-train,RAB,شحال صرفت فالمجموع؟
9553,corpus-6-train,RAB,واش تقدر عافاك تشرح ليا هاد السوارت الكهربائية؟
9554,corpus-6-train,RAB,هاد الشيرائع. واش غادي تهضر بالاجليزية أو لا باليابانية؟
9555,corpus-6-train,RAB,واش ماكاينش شي خطر من هاد الفيلم؟
9556,corpus-6-train,RAB,عندي خمسة دالباكيات ديال السجائر.
9558,corpus-6-train,RAB,عافاك قول لي اشمن قياس غادي يجي معايا كتر.
9560,corpus-6-test-corpus-26-train,RAB,واش يمكن ليك تبدل هادا بواحد جديد؟
9562,corpus-6-train,RAB,سمح ليا. سمح ليا نكون ضعت. واش يمكن ليك توريني طريق المحطة؟
9563,corpus-6-train,RAB,اشحال المساحة داليابان؟
9564,corpus-6-dev,RAB,لا، ماعنديش الوقت بزاف. غير يتقاد.
9568,corpus-6-train,RAB,من سان فرانسيسكو لناريتا.
9569,corpus-6-train,RAB,واش كاين طبيب كايهضر باليابانية؟
9571,corpus-6-train,RAB,يمكن لي نحصل على براد د أتاي؟
9572,corpus-6-train,RAB,يمكن لي نمشي لتما فالطاكسي؟
9576,corpus-6-test-corpus-26-train,RAB,جوج أشخاص.
9577,corpus-6-train,RAB,عرض هاد الواد كتر من مية متر.
9578,corpus-6-train,RAB,هادا ماشي بالضبط قياسي.
9579,corpus-6-test-corpus-26-test,RAB,فين يمكن لي نسترجع الأغراض ديالي؟
9581,corpus-6-test-corpus-26-train,RAB,ماكانحسش براسي مزيان. نقدر نميل المقعد ديالي؟
9582,corpus-6-train,RAB,راه ممتع لعب التنس فبلاصة زوينة بحال هادي.
9583,corpus-6-train,RAB,بغيت نحجز غرفة أوطيل لهاد الليلة.
9585,corpus-6-train,RAB,كاتشوف البلاكة دالميترو لهيها.
9586,corpus-6-train,RAB,واش كاتحل نهار الأحد؟
9588,corpus-6-train,RAB,تقدر تصايب بطاقة التعويض؟
9589,corpus-6-train,RAB,أنا حقا آسف.
9590,corpus-6-train,RAB,وقتاش غادي يكون هاد الفيلم واجد؟
9591,corpus-6-train,RAB,واش كاين شي نادي ليلي فهاد الجوايه؟
9594,corpus-6-train,RAB,غادي ناخد واحد احمر و واحد ابيض.
9595,corpus-6-train,RAB,بغيت واحد العدسة دالزاية كبيرة.
9598,corpus-6-train,RAB,أوه، غير أيام قليلة. كاين بزاف مايتشاف، و ماكانضنش كاين الوقت الكافي.
9599,corpus-6-train,RAB,اشمن خط لمانهاتن؟
9600,corpus-6-train,RAB,اشحال المدة الزمنية ما بين الفصل الاول و الفصل التاني؟
9602,corpus-6-train,RAB,دزتي فالضو لحمر.
9603,corpus-6-train,RAB,هاد الولد جرى من حدا طوموبيلتي.
9604,corpus-6-test-corpus-26-train,RAB,لحداش و خمسة و ربعين دقيقة دالصباح.
9605,corpus-6-test-corpus-26-train,RAB,واش تقدر تقولي على شي مطعم كايعجب خاصة الشباب؟
9606,corpus-6-test-corpus-26-train,RAB,طوموبيلتو كانت غادية بسرعة كبيرة.
9607,corpus-6-train,RAB,وريني شي حامل ديال الوثايق للرجال.
9608,corpus-6-train,RAB,واش يمكن ليك تقراه باش تكون متأكد؟
9611,corpus-6-test-corpus-26-dev,RAB,واش نقدر نخللي رسالة؟ كانتصل باش نأكد الموعد ديالي مع السيد إيبيرت الاربعاء الجاي مع لحضاش دالنهار.
9612,corpus-6-train,RAB,بغيت بلسم للشعر.
9613,corpus-6-train,RAB,محتاج ليهم غدا.
9614,corpus-6-train,RAB,محتاجو مع الخمسة ديال العشية.
9617,corpus-6-train,RAB,بلحاق مايمكنش لينا نستعملوهم غير للدفاع على النفس.
9620,corpus-6-train,RAB,محتاج للطبيب. واش يمكن ليك تجيب لي واحد؟
9622,corpus-6-train,RAB,كيكة الروز من الأكلات التقليدية اليابانية.
9623,corpus-6-train,RAB,شكرا للمساعدة ديالك.
9624,corpus-6-train,RAB,واش عندك شي حاجة مريحة كتر؟
9625,corpus-6-train,RAB,خاصني نكون فالمطار مع العشرة و نص.
9626,corpus-6-train,RAB,بغيت نتعشى.
9628,corpus-6-test-corpus-26-dev,RAB,واش يمكن ليك توصف المرض ديالك بالانجليزية؟
9629,corpus-6-train,RAB,عندي ألم كايضرب من وذني لعنقي.
9630,corpus-6-train,RAB,ماعنديش شي طريقة كافية نعتذر بها.
9631,corpus-6-dev,RAB,اطلبت أكل نباتي.
9633,corpus-6-train,RAB,واش كاين شي مطعم صيني قريب من هنا؟
9634,corpus-6-test-corpus-26-test,RAB,واش يمكن ليك تصيفط شي طاكسي للمدخل الرئيسي ديال ويستمينستر مول؟
9635,corpus-6-train,RAB,واش غادي تبقى بزاف فنيويورك؟
9636,corpus-6-train,RAB,بغيت استمارة للتيليغرام، عافاك.
9637,corpus-6-train,RAB,واش نقدر نحصل على تنابر لسبعة دالبطاقات البريدية لليابان؟
9639,corpus-6-train,RAB,واش هاد الطوبيس لديزني لاند؟
9643,corpus-6-train,RAB,أكيد، اطلع.
9644,corpus-6-train,RAB,عندنا تذاكر لطوموبيلات عادية و لطوموبيلات خضرا. شنو اللي كاتفضل؟
9645,corpus-6-train,RAB,ضاعت لي ساعتي.
9646,corpus-6-train,RAB,معامن مقرر تمشي؟
9649,corpus-6-train,RAB,فين غادي؟
9650,corpus-6-train,RAB,استخدام ضو الكاميرا ممنوع.
9651,corpus-6-test-corpus-26-train,RAB,اشحال من مرة خاصني نبدل القطار باش نوصل لتما؟
9653,corpus-6-train,RAB,بغيت نكري هاد النوع من الطوموبيلات لتلاتة دالسوايع.
9654,corpus-6-train,RAB,دوزت وقت ممتع هاد الليلة، شكرا لك.
9655,corpus-6-train,RAB,كيفاش كاتخدم هادا فالكوزينا؟
9656,corpus-6-train,RAB,بشحال هادا مع الرسوم؟
9657,corpus-6-test-corpus-26-train,RAB,واش هاد الشي صحيح؟ خليني نتحقق. أوه، أنا متأسف بزاف، انسة تاكانو. هادا الغلط ديالنا. هاهي فاتورتك الجديدة. تقدر تسني هنا، عافاكي؟
9659,corpus-6-train,RAB,محتاج لتقرير الحادث.
9661,corpus-6-train,RAB,مابغيت حتا شي رذاذ الشعر.
9662,corpus-6-train,RAB,أكيد. غادي نحطو فالكوفر ديال السيارة.
9664,corpus-6-train,RAB,اشحال تكلفة التغيير؟
9666,corpus-6-train,RAB,نعم. بدون شك. تقدر تبقى لتلاتة دالليلات؟
9669,corpus-6-train,RAB,تقدر تقيس ليا؟
9672,corpus-6-train,RAB,واش تقدر تلفو ليا، عافاك؟
9673,corpus-6-test-corpus-26-train,RAB,خمس دولار للرجوع، عافاك.
9674,corpus-6-train,RAB,بشحال داير؟
9676,corpus-6-dev,RAB,ماكانعرفش القياس البريطاني.
9677,corpus-6-train,RAB,واش بصح عجبك؟
9679,corpus-6-train,RAB,عافاك وريني العقد ديالك. تكلفة المجموع غادي تكون مياتين دولار.
9680,corpus-6-train,RAB,واش يمكن ليا نشوف بطاقة الصعود ديالك؟
9681,corpus-6-train,RAB,بغيت واحد الغرفة فريدة.
9683,corpus-6-test-corpus-26-train,RAB,غلاقة حوض الاستحمام ماكاتسدش كاملة.
9684,corpus-6-train,RAB,حط الصيكان ديالك هنا، تسجل غير صاك واحد؟
9685,corpus-6-train,RAB,ماكرهتش ننعس شوية.
9687,corpus-6-test-corpus-26-train,RAB,راه غير علامة على التقدير ديالي.
9688,corpus-6-test-corpus-26-train,RAB,واخا تعمر هاد الاستمارة؟
9691,corpus-6-train,RAB,من إنا محطة غادي يتحرك؟
9693,corpus-6-train,RAB,واش يمكن لي نحصل على جوج معارض لهاد العشية؟
9695,corpus-6-test-corpus-26-test,RAB,شنو بخصوص هاد النماذج البلاستيكية؟
9698,corpus-6-train,RAB,واش قريب من المنصة؟
9700,corpus-6-train,RAB,الثمن اللي فالتوصيل هو نفسو.
9701,corpus-6-test-corpus-26-train,RAB,شنو هي العلامة التجارية اللي عندك؟
9702,corpus-6-test-corpus-26-train,RAB,الطالونات عاليين بزاف عليا.
9703,corpus-6-train,RAB,اتصل بشركة التأمين، عافاك.
9707,corpus-6-train,RAB,شنو بخصوص خمسة؟ مامحتاجش بزاف.
9709,corpus-6-train,RAB,خليت كبوطي هنا.
9710,corpus-6-test-corpus-26-test,RAB,أنا محبوس فالغرفة ديالي.
9712,corpus-6-train,RAB,قطع الأطراف بعد بيرمانونت، عافاك.
9713,corpus-6-train,RAB,المقعد مهرس.
9714,corpus-6-dev,RAB,بغيت نشري فيلم انعكاس كوداك ديال ستة و تلاتين صورة.
9715,corpus-6-train,RAB,فين جا أكبر محل شامل هنا؟
9717,corpus-6-train,RAB,اسمك عافاك؟
9719,corpus-6-train,RAB,بغيت الدجاج، عافاك.
9720,corpus-6-train,RAB,عندي مشكل. منين كنت غادي فالشارع، بزطامي تسرق. فين كاين شي مركز الشرطة؟
9722,corpus-6-train,RAB,عافاك ماتكميش فهاد الوقت.
9723,corpus-6-train,RAB,احنا دابا قرابين من سيدني، طريق اتنين و تلاتين.
9724,corpus-6-dev,RAB,بغيت نبقى اكتر.
9726,corpus-6-train,RAB,واش هاد البلاصة دالخدمة الذاتية؟
9727,corpus-6-train,RAB,أكيد. اشناهو؟
9730,corpus-6-test-corpus-26-train,RAB,اشحال و انت فباريس؟
9731,corpus-6-train,RAB,وصلت لهنا على متن الرحلة الجوية البريطانية رقم واحد خمسة جوج.
9732,corpus-6-test-corpus-26-train,RAB,واش نقدر نحصل على تنابر لتلاتة دالبطاقات بريدية لليابان عن طريق البريد الجوي؟
9734,corpus-6-train,RAB,تأسس الف وسبعمية و خمسة و خمسين بلحاق الواجهة بالأعمدة الرخامية تصايبات فالف تمنمية و اتنين و خمسين.
9735,corpus-6-train,RAB,واش ناخد الطلبية ديالك؟
9736,corpus-6-train,RAB,تحديدا، ميات ألاف منهم، سيد كيرو. فهاد القبو الوحيد كانحتافظو تقريبا على تمنمية آلف قرعة.
9738,corpus-6-train,RAB,هاد الشي صحيح. بغيت بالصح نشوفو.
9739,corpus-6-train,RAB,نعم، ولكن غادي يخصك تخلص واحد التكلفة زايدة.
9740,corpus-6-train,RAB,من إمتى و انت كادير هاد الشي؟
9744,corpus-6-train,RAB,بغيت ناخد نفس الرحلة فالأول من يوليوز.
9746,corpus-6-test-corpus-26-train,RAB,كايكتب ج-و-ر-و-ه.
9747,corpus-6-test-corpus-26-train,RAB,واش تبغي شي مشروب؟
9748,corpus-6-test-corpus-26-train,RAB,اتكا هنا.
9752,corpus-6-test-corpus-26-train,RAB,ديرو برقية عاجلة، عافاك.
9756,corpus-6-train,RAB,واش هادا القطار السريع؟
9757,corpus-6-dev,RAB,شناهي الأجرة تقريبا لولشنطن سكوار بارك؟
9758,corpus-6-train,RAB,ما قادرش نوصل للسنسلة داللور.
9759,corpus-6-train,RAB,واش رحلة الطيران ديال خطوط بان الامريكية جوج زيرو خمسة كاينة فالوقت؟
9760,corpus-6-train,RAB,تقدر تنصحني بشي كتاب زوين لولد اخمسطاشر سنة؟
9762,corpus-6-train,RAB,ماكلة زوينة؟
9763,corpus-6-train,RAB,كيفاش يمكن لي ندير باش نرجع لمحطة غراند سنترال؟
9765,corpus-6-train,RAB,هاد العكر زويون. غادي ناخدو، عافاك.
9766,corpus-6-train,RAB,واش هنا استلام الأمتعة ديال خطوط طيران يونايتد؟
9768,corpus-6-train,RAB,الرقم هو تلاتة ربعة خمسة ستة سبعة تمنية تسعود زيرو واحد جوج.
9770,corpus-6-train,RAB,بغيت سرير دالمخيم.
9772,corpus-6-train,RAB,هادي الجريدة الغلط.
9776,corpus-6-train,RAB,فعمري تمن سنين.
9777,corpus-6-train,RAB,واش تبغي تخلي رسالة؟
9778,corpus-6-dev,RAB,عندي التهاب مهبلي.
9779,corpus-6-train,RAB,كانقلب على عدة الماكياج.
9782,corpus-6-train,RAB,الفاتورة واش داخل فيها الخدمات؟
9784,corpus-6-train,RAB,واش عندك وحدين اخرين من القطن؟
9787,corpus-6-train,RAB,بغيت شي ابزار، عافاك.
9788,corpus-6-test-corpus-26-train,RAB,على حسب النشرة الجوية، غادي يطيح الثلج غدا.
9789,corpus-6-train,RAB,إلا ماجاوش الأمتعة ديالي من هنا لغدا، غادي نبدل لأوطيل اخر فيومين.
9790,corpus-6-train,RAB,واش عندك النبيذ دكاليفورنيا؟
9791,corpus-6-train,RAB,إلا كان عندك الين الياباني، بغيت الباقي بالين.
9792,corpus-6-test-corpus-26-train,RAB,بغيت كرة.
